Position,Lat,Lon
6038S4549W,-60.38,-45.49
6021S4642W,-60.21,-46.42
5344S3611W,-53.44,-36.11
6434S6227W,-64.34,-62.27
5354S3629W,-53.54,-36.29
5352S3623W,-53.52,-36.23
5356S3540W,-53.56,-35.40
5423S3523W,-54.23,-35.23
5344S3725W,-53.44,-37.25
6314S5907W,-63.14,-59.07
6309S5900W,-63.09,-59.00
3622S5428W,-36.22,-54.28
6415S6134W,-64.15,-61.34
6417S6137W,-64.17,-61.37
6311S5825W,-63.11,-58.25
6229S5913W,-62.29,-59.13
5401S3532W,-54.01,-35.32
5402S3543W,-54.02,-35.43
5404S3542W,-54.04,-35.42
,-.,#VALUE!
,-.,#VALUE!
,-.,#VALUE!
5358S3610W,-53.58,-36.10
6216S5436W,-62.16,-54.36
5352S3630W,-53.52,-36.30
5401S3546W,-54.01,-35.46
6016S4708W,-60.16,-47.08
6248S5728W,-62.48,-57.28
6415S6109W,-64.15,-61.09
6319S5941W,-63.19,-59.41
6021S4634W,-60.21,-46.34
6016S4648W,-60.16,-46.48
,-.,#VALUE!
6023S4623W,-60.23,-46.23
6346S6026W,-63.46,-60.26
6328S6044W,-63.28,-60.44
6025S4558W,-60.25,-45.58
6022S4606W,-60.22,-46.06
6024S4608W,-60.24,-46.08
6023S4608W,-60.23,-46.08
6018S4626W,-60.18,-46.26
6010S4650W,-60.10,-46.50
5357S3617W,-53.57,-36.17
5547S4341W,-55.47,-43.41
5417S3533W,-54.17,-35.33
5353S3539W,-53.53,-35.39
6020S4642W,-60.20,-46.42
6419S6125W,-64.19,-61.25
6418S6114W,-64.18,-61.14
6418S6132W,-64.18,-61.32
6308S5858W,-63.08,-58.58
6022S4635W,-60.22,-46.35
6307S5931W,-63.07,-59.31
5354S3547W,-53.54,-35.47
6024S4623W,-60.24,-46.23
6026S4606W,-60.26,-46.06
5427S3521W,-54.27,-35.21
5350S3621W,-53.50,-36.21
6421S6112W,-64.21,-61.12
,-.,#VALUE!
5358S3546W,-53.58,-35.46
5304S3540W,-53.04,-35.40
6022S4617W,-60.22,-46.17
6015S4617W,-60.15,-46.17
6419S6121W,-64.19,-61.21
6419S6112W,-64.19,-61.12
5403S3541W,-54.03,-35.41
5408S3538W,-54.08,-35.38
6422S6109W,-64.22,-61.09
6304S5816W,-63.04,-58.16
6301S5818W,-63.01,-58.18
5431S3516W,-54.31,-35.16
5353S3620W,-53.53,-36.20
6022S4648W,-60.22,-46.48
,-.,#VALUE!
6416S6108W,-64.16,-61.08
6418S6133W,-64.18,-61.33
6306S5844W,-63.06,-58.44
6426S6150W,-64.26,-61.50
6019S4655W,-60.19,-46.55
6024S4612W,-60.24,-46.12
6415S6110W,-64.15,-61.10
6306S5847W,-63.06,-58.47
6355S6034W,-63.55,-60.34
6021S4621W,-60.21,-46.21
6021S4639W,-60.21,-46.39
6029S4607W,-60.29,-46.07
6025S4604W,-60.25,-46.04
6026S4611W,-60.26,-46.11
6419S6129W,-64.19,-61.29
6012S4637W,-60.12,-46.37
6331S6032W,-63.31,-60.32
6315S5911W,-63.15,-59.11
5408S3542W,-54.08,-35.42
5406S3538W,-54.06,-35.38
5448S3437W,-54.48,-34.37
6032S4603W,-60.32,-46.03
5428S3517W,-54.28,-35.17
5407S3544W,-54.07,-35.44
,-.,#VALUE!
6420S6118W,-64.20,-61.18
6419S6127W,-64.19,-61.27
6003S4712W,-60.03,-47.12
6021S4622W,-60.21,-46.22
6419S6115W,-64.19,-61.15
5351S3638W,-53.51,-36.38
5404S3535W,-54.04,-35.35
6331S6024W,-63.31,-60.24
6314S5910W,-63.14,-59.10
6025S4606W,-60.25,-46.06
6021S4630W,-60.21,-46.30
6335S5923W,-63.35,-59.23
6025S4649W,-60.25,-46.49
6024S4604W,-60.24,-46.04
5351S3605W,-53.51,-36.05
6301S6222W,-63.01,-62.22
6020S4551W,-60.20,-45.51
6032S4602W,-60.32,-46.02
5357S3542W,-53.57,-35.42
6401S6122W,-64.01,-61.22
6019S4611W,-60.19,-46.11
6415S6105W,-64.15,-61.05
5410S3543W,-54.10,-35.43
6423S6119W,-64.23,-61.19
6021S4622W,-60.21,-46.22
6415S6117W,-64.15,-61.17
6305S5833W,-63.05,-58.33
6433S6214W,-64.33,-62.14
5356S3615W,-53.56,-36.15
5351S3626W,-53.51,-36.26
5356S3540W,-53.56,-35.40
6409S6122W,-64.09,-61.22
6022S4637W,-60.22,-46.37
6024S4559W,-60.24,-45.59
6315S5933W,-63.15,-59.33
6025S4606W,-60.25,-46.06
6415S6107W,-64.15,-61.07
6415S6105W,-64.15,-61.05
6357S6048W,-63.57,-60.48
6307S5850W,-63.07,-58.50
6306S5832W,-63.06,-58.32
6016S4654W,-60.16,-46.54
6024S4624W,-60.24,-46.24
6022S4645W,-60.22,-46.45
6020S4645W,-60.20,-46.45
6254S5949W,-62.54,-59.49
6253S5959W,-62.53,-59.59
6233S5918W,-62.33,-59.18
6018S4606W,-60.18,-46.06
6025S4614W,-60.25,-46.14
5352S3624W,-53.52,-36.24
5409S3538W,-54.09,-35.38
5425S3522W,-54.25,-35.22
5352S3550W,-53.52,-35.50
5408S3556W,-54.08,-35.56
5341S3611W,-53.41,-36.11
,-.,#VALUE!
6019S4621W,-60.19,-46.21
6011S4646W,-60.11,-46.46
5349S3636W,-53.49,-36.36
5424S3530W,-54.24,-35.30
5357S3539W,-53.57,-35.39
6421S6117W,-64.21,-61.17
6420S6122W,-64.20,-61.22
6328S6027W,-63.28,-60.27
6258S5817W,-62.58,-58.17
6307S5831W,-63.07,-58.31
6319S5850W,-63.19,-58.50
6337S5919W,-63.37,-59.19
6028S4526W,-60.28,-45.26
6020S4635W,-60.20,-46.35
6307S5907W,-63.07,-59.07
6314S5910W,-63.14,-59.10
6024S4636W,-60.24,-46.36
6025S4602W,-60.25,-46.02
5628S2717W,-56.28,-27.17
5449S3428W,-54.49,-34.28
6325S6017W,-63.25,-60.17
6023S4623W,-60.23,-46.23
6031S4606W,-60.31,-46.06
,-.,#VALUE!
6016S4633W,-60.16,-46.33
,-.,#VALUE!
,-.,#VALUE!
5356S3544W,-53.56,-35.44
6431S6227W,-64.31,-62.27
5357S3546W,-53.57,-35.46
6023S4612W,-60.23,-46.12
6023S4620W,-60.23,-46.20
6420S6116W,-64.20,-61.16
6312S5931W,-63.12,-59.31
6307S5814W,-63.07,-58.14
6303S5817W,-63.03,-58.17
6120S5945W,-61.20,-59.45
5359S3548W,-53.59,-35.48
6026S4551W,-60.26,-45.51
5812S4843W,-58.12,-48.43
5346S3651W,-53.46,-36.51
5418S3626W,-54.18,-36.26
6012S4629W,-60.12,-46.29
6024S4629W,-60.24,-46.29
6017S4640W,-60.17,-46.40
6331S6026W,-63.31,-60.26
5429S3509W,-54.29,-35.09
"53,51S35,39W","-53.,5","-35.,3"
6335S6028W,-63.35,-60.28
6338S5926W,-63.38,-59.26
6308S5858W,-63.08,-58.58
6019S4630W,-60.19,-46.30
6008S4633W,-60.08,-46.33
6020S4639W,-60.20,-46.39
5358S3552W,-53.58,-35.52
6311S5952W,-63.11,-59.52
6304S6204W,-63.04,-62.04
6304S6148W,-63.04,-61.48
6233S6159W,-62.33,-61.59
,-.,#VALUE!
5426S3522W,-54.26,-35.22
6332S5927W,-63.32,-59.27
6221S6117W,-62.21,-61.17
6025S4635W,-60.25,-46.35
6417S6112W,-64.17,-61.12
6405S6112W,-64.05,-61.12
6310S5826W,-63.10,-58.26
6305S5842W,-63.05,-58.42
6407S6126W,-64.07,-61.26
5410S3542W,-54.10,-35.42
5404S3545W,-54.04,-35.45
5400S3547W,-54.00,-35.47
6415S6119W,-64.15,-61.19
6309S5836W,-63.09,-58.36
6304S5912W,-63.04,-59.12
5355S3611W,-53.55,-36.11
6020S4617W,-60.20,-46.17
6301S5912W,-63.01,-59.12
,-.,#VALUE!
,-.,#VALUE!
6014S4623W,-60.14,-46.23
6015S4652W,-60.15,-46.52
6302S5833W,-63.02,-58.33
6230S5837W,-62.30,-58.37
6010S4627W,-60.10,-46.27
6024S4622W,-60.24,-46.22
5449S3605W,-54.49,-36.05
5425S3522W,-54.25,-35.22
5419S3534W,-54.19,-35.34
5547S4341W,-55.47,-43.41
5356S3603W,-53.56,-36.03
6304S5912W,-63.04,-59.12
6020S4634W,-60.20,-46.34
6019S4645W,-60.19,-46.45
5426S3526W,-54.26,-35.26
5344S3732W,-53.44,-37.32
6330S6036W,-63.30,-60.36
6332S6046W,-63.32,-60.46
6304S5855W,-63.04,-58.55
5349S3602W,-53.49,-36.02
6310S5952W,-63.10,-59.52
6331S5941W,-63.31,-59.41
6249S5936W,-62.49,-59.36
6307S5852W,-63.07,-58.52
5355S3630W,-53.55,-36.30
6023S4616W,-60.23,-46.16
6018S4654W,-60.18,-46.54
6303S5858W,-63.03,-58.58
6405S6123W,-64.05,-61.23
,-.,#VALUE!
5410S3543W,-54.10,-35.43
5404S3545W,-54.04,-35.45
6419S6121W,-64.19,-61.21
5351S3623W,-53.51,-36.23
6418S6119W,-64.18,-61.19
6333S5906W,-63.33,-59.06
6024S4503W,-60.24,-45.03
6425S6140W,-64.25,-61.40
6259S5819W,-62.59,-58.19
5349S3637W,-53.49,-36.37
5353S3629W,-53.53,-36.29
,-.,#VALUE!
6328S5928W,-63.28,-59.28
5457S3546W,-54.57,-35.46
6017S4640W,-60.17,-46.40
6325S6047W,-63.25,-60.47
5349S3649W,-53.49,-36.49
6012S4629W,-60.12,-46.29
6022S4622W,-60.22,-46.22
6420S6142W,-64.20,-61.42
6417S6122W,-64.17,-61.22
6418S6122W,-64.18,-61.22
5348S3643W,-53.48,-36.43
5354S3624W,-53.54,-36.24
6416S6107W,-64.16,-61.07
6332S6024W,-63.32,-60.24
6315S5906W,-63.15,-59.06
6011S4540W,-60.11,-45.40
5449S3429W,-54.49,-34.29
6306S5900W,-63.06,-59.00
6029S4708W,-60.29,-47.08
6345S6004W,-63.45,-60.04
6225S5836W,-62.25,-58.36
6229S6124W,-62.29,-61.24
6023S4606W,-60.23,-46.06
5414S3540W,-54.14,-35.40
5358S3541W,-53.58,-35.41
5359S3538W,-53.59,-35.38
5357S3538W,-53.57,-35.38
5401S3542W,-54.01,-35.42
5356S3549W,-53.56,-35.49
5413S3540W,-54.13,-35.40
6419S6115W,-64.19,-61.15
6414S6131W,-64.14,-61.31
6019S4608W,-60.19,-46.08
6305S5834W,-63.05,-58.34
5355S3627W,-53.55,-36.27
5348S3630W,-53.48,-36.30
6024S4638W,-60.24,-46.38
6418S6111W,-64.18,-61.11
6025S4604W,-60.25,-46.04
6031S4604W,-60.31,-46.04
6421S6120W,-64.21,-61.20
6023S4623W,-60.23,-46.23
6307S5922W,-63.07,-59.22
5945S5452W,-59.45,-54.52
5457S3546W,-54.57,-35.46
5402S3545W,-54.02,-35.45
6020S4637W,-60.20,-46.37
6022S4629W,-60.22,-46.29
6022S4620W,-60.22,-46.20
6420S6119W,-64.20,-61.19
5408S3543W,-54.08,-35.43
6259S5836W,-62.59,-58.36
6309S5841W,-63.09,-58.41
6303S5818W,-63.03,-58.18
6302S5839W,-63.02,-58.39
6332S5927W,-63.32,-59.27
5406S3537W,-54.06,-35.37
5349S3608W,-53.49,-36.08
6236S6154W,-62.36,-61.54
6233S6148W,-62.33,-61.48
6029S4606W,-60.29,-46.06
6025S4554W,-60.25,-45.54
6030S4606W,-60.30,-46.06
6032S4604W,-60.32,-46.04
5423S3522W,-54.23,-35.22
5420S3517W,-54.20,-35.17
5355S3608W,-53.55,-36.08
6422S6111W,-64.22,-61.11
6022S4609W,-60.22,-46.09
6434S6137W,-64.34,-61.37
5410S3542W,-54.10,-35.42
6301S5820W,-63.01,-58.20
6313S5820W,-63.13,-58.20
5352S3638W,-53.52,-36.38
5403S3537W,-54.03,-35.37
6306S5844W,-63.06,-58.44
6020S4637W,-60.20,-46.37
6019S4639W,-60.19,-46.39
6022S4615W,-60.22,-46.15
6021S4649W,-60.21,-46.49
6024S4612W,-60.24,-46.12
6421S6116W,-64.21,-61.16
5406S3537W,-54.06,-35.37
6418S6112W,-64.18,-61.12
5358S3537W,-53.58,-35.37
6304S5816W,-63.04,-58.16
,-.,#VALUE!
6027S4701W,-60.27,-47.01
6307S6031W,-63.07,-60.31
6428S6155W,-64.28,-61.55
6231S5908W,-62.31,-59.08
6306S5850W,-63.06,-58.50
6332S5927W,-63.32,-59.27
6021S4630W,-60.21,-46.30
6306S5832W,-63.06,-58.32
6420S6112W,-64.20,-61.12
6421S6111W,-64.21,-61.11
6017S4638W,-60.17,-46.38
6023S4639W,-60.23,-46.39
6022S4657W,-60.22,-46.57
6042S4532W,-60.42,-45.32
5405S3549W,-54.05,-35.49
5411S3615W,-54.11,-36.15
5402S3541W,-54.02,-35.41
5400S3535W,-54.00,-35.35
6319S5817W,-63.19,-58.17
6021S4634W,-60.21,-46.34
6025S4614W,-60.25,-46.14
6020S4618W,-60.20,-46.18
6420S6119W,-64.20,-61.19
6335S6028W,-63.35,-60.28
6021S4620W,-60.21,-46.20
6334S6035W,-63.34,-60.35
6305S5905W,-63.05,-59.05
5447S3443W,-54.47,-34.43
6018S4639W,-60.18,-46.39
6309S5836W,-63.09,-58.36
6022S4628W,-60.22,-46.28
,-.,#VALUE!
6244S6156W,-62.44,-61.56
5410S3542W,-54.10,-35.42
6020S4652W,-60.20,-46.52
6135S5135W,-61.35,-51.35
5430S3525W,-54.30,-35.25
5348S3616W,-53.48,-36.16
,-.,#VALUE!
5410S3543W,-54.10,-35.43
6415S6103W,-64.15,-61.03
6017S4658W,-60.17,-46.58
6022S4644W,-60.22,-46.44
6025S4640W,-60.25,-46.40
6020S4652W,-60.20,-46.52
6324S6050W,-63.24,-60.50
6253S5959W,-62.53,-59.59
6025S4545W,-60.25,-45.45
6023S4623W,-60.23,-46.23
5347S3607W,-53.47,-36.07
5413S3554W,-54.13,-35.54
5344S3721W,-53.44,-37.21
,-.,#VALUE!
6321S5854W,-63.21,-58.54
6022S4634W,-60.22,-46.34
"60,25S46,20W","-60.,2","-46.,2"
6303S5916W,-63.03,-59.16
6414S6119W,-64.14,-61.19
6413S6140W,-64.13,-61.40
5352S3623W,-53.52,-36.23
5357S3340W,-53.57,-33.40
5426S3521W,-54.26,-35.21
6413S6117W,-64.13,-61.17
6417S6110W,-64.17,-61.10
6414S6112W,-64.14,-61.12
6300S5839W,-63.00,-58.39
6016S4639W,-60.16,-46.39
6307S5931W,-63.07,-59.31
6310S5952W,-63.10,-59.52
5715S4557W,-57.15,-45.57
5358S3550W,-53.58,-35.50
6315S5911W,-63.15,-59.11
6231S6158W,-62.31,-61.58
6415S6129W,-64.15,-61.29
6408S6130W,-64.08,-61.30
6427S6145W,-64.27,-61.45
6026S4558W,-60.26,-45.58
6315S5856W,-63.15,-58.56
,-.,#VALUE!
6149S4859W,-61.49,-48.59
6041S4559W,-60.41,-45.59
,-.,#VALUE!
6306S5816W,-63.06,-58.16
5408S3540W,-54.08,-35.40
5412S3533W,-54.12,-35.33
5356S3615W,-53.56,-36.15
,-.,#VALUE!
,-.,#VALUE!
6300S5846W,-63.00,-58.46
6030S4630W,-60.30,-46.30
6302S5824W,-63.02,-58.24
5430S3527W,-54.30,-35.27
6020S4624W,-60.20,-46.24
6415S6105W,-64.15,-61.05
5811S4242W,-58.11,-42.42
6333S5907W,-63.33,-59.07
5354S3548W,-53.54,-35.48
6014S4634W,-60.14,-46.34
6025S4648W,-60.25,-46.48
5421S3529W,-54.21,-35.29
5415S3517W,-54.15,-35.17
6233S5856W,-62.33,-58.56
6208S5826W,-62.08,-58.26
6009S4655W,-60.09,-46.55
6020S4647W,-60.20,-46.47
5715S3921W,-57.15,-39.21
5409S3546W,-54.09,-35.46
5401S3542W,-54.01,-35.42
5401S3547W,-54.01,-35.47
6033S5021W,-60.33,-50.21
6307S6102W,-63.07,-61.02
6331S6026W,-63.31,-60.26
5355S3622W,-53.55,-36.22
5423S3522W,-54.23,-35.22
6300S5839W,-63.00,-58.39
6344S6007W,-63.44,-60.07
5412S3625W,-54.12,-36.25
5406S3536W,-54.06,-35.36
5350S3550W,-53.50,-35.50
5359S3555W,-53.59,-35.55
,-.,#VALUE!
6328S6027W,-63.28,-60.27
6258S5843W,-62.58,-58.43
6309S5850W,-63.09,-58.50
6305S5905W,-63.05,-59.05
6024S4636W,-60.24,-46.36
6230S6127W,-62.30,-61.27
6414S6126W,-64.14,-61.26
6015S4726W,-60.15,-47.26
6300S5930W,-63.00,-59.30
6305S5821W,-63.05,-58.21
6024S4623W,-60.24,-46.23
5355S3540W,-53.55,-35.40
6214S5816W,-62.14,-58.16
5403S3529W,-54.03,-35.29
6412S6114W,-64.12,-61.14
,-.,#VALUE!
5356S3544W,-53.56,-35.44
6002S4723W,-60.02,-47.23
6417S6129W,-64.17,-61.29
6313S5813W,-63.13,-58.13
6305S5832W,-63.05,-58.32
6425S6140W,-64.25,-61.40
5343S3656W,-53.43,-36.56
5354S3626W,-53.54,-36.26
5405S3541W,-54.05,-35.41
5409S3544W,-54.09,-35.44
5402S3546W,-54.02,-35.46
,-.,#VALUE!
6016S4615W,-60.16,-46.15
,-.,#VALUE!
6419S6114W,-64.19,-61.14
6319S5941W,-63.19,-59.41
5402S3555W,-54.02,-35.55
6013S4632W,-60.13,-46.32
6042S4532W,-60.42,-45.32
6023S4642W,-60.23,-46.42
6047S4545W,-60.47,-45.45
6015S4641W,-60.15,-46.41
5428S3524W,-54.28,-35.24
,-.,#VALUE!
6210S5848W,-62.10,-58.48
6024S4629W,-60.24,-46.29
6418S6119W,-64.18,-61.19
5355S3622W,-53.55,-36.22
6229S5942W,-62.29,-59.42
6021S4635W,-60.21,-46.35
6313S5952W,-63.13,-59.52
6308S5909W,-63.08,-59.09
,-.,#VALUE!
6419S6120W,-64.19,-61.20
6028S4632W,-60.28,-46.32
6025S4602W,-60.25,-46.02
6029S4604W,-60.29,-46.04
5408S3539W,-54.08,-35.39
5404S3549W,-54.04,-35.49
6305S5821W,-63.05,-58.21
6305S5824W,-63.05,-58.24
6214S5816W,-62.14,-58.16
6253S5930W,-62.53,-59.30
6217S6044W,-62.17,-60.44
6023S4625W,-60.23,-46.25
,-.,#VALUE!
5424S3520W,-54.24,-35.20
5428S3519W,-54.28,-35.19
5359S3556W,-53.59,-35.56
5409S3539W,-54.09,-35.39
5401S3545W,-54.01,-35.45
6308S5853W,-63.08,-58.53
6418S6111W,-64.18,-61.11
6422S6111W,-64.22,-61.11
,-.,#VALUE!
6022S4654W,-60.22,-46.54
6028S4537W,-60.28,-45.37
5340S3708W,-53.40,-37.08
5403S3537W,-54.03,-35.37
6418S6117W,-64.18,-61.17
6418S6114W,-64.18,-61.14
6414S6104W,-64.14,-61.04
6307S6015W,-63.07,-60.15
6237S5904W,-62.37,-59.04
6022S4554W,-60.22,-45.54
6023S4641W,-60.23,-46.41
6023S4605W,-60.23,-46.05
6309S5901W,-63.09,-59.01
6357S6050W,-63.57,-60.50
5344S3715W,-53.44,-37.15
6042S4531W,-60.42,-45.31
6019S4632W,-60.19,-46.32
6020S4637W,-60.20,-46.37
6428S6136W,-64.28,-61.36
5409S3541W,-54.09,-35.41
6022S4622W,-60.22,-46.22
6016S4638W,-60.16,-46.38
6419S6132W,-64.19,-61.32
5407S3537W,-54.07,-35.37
6405S6111W,-64.05,-61.11
6308S5850W,-63.08,-58.50
6019S4719W,-60.19,-47.19
6020S4750W,-60.20,-47.50
6025S4621W,-60.25,-46.21
5430S3521W,-54.30,-35.21
5351S3615W,-53.51,-36.15
6019S4535W,-60.19,-45.35
6401S6122W,-64.01,-61.22
6015S4645W,-60.15,-46.45
6300S5828W,-63.00,-58.28
5357S3538W,-53.57,-35.38
6426S6146W,-64.26,-61.46
6032S4708W,-60.32,-47.08
6245S5936W,-62.45,-59.36
6358S6054W,-63.58,-60.54
6240S5926W,-62.40,-59.26
6233S5903W,-62.33,-59.03
5424S3523W,-54.24,-35.23
6334S5930W,-63.34,-59.30
6027S4606W,-60.27,-46.06
6322S5928W,-63.22,-59.28
5352S3556W,-53.52,-35.56
6422S6121W,-64.22,-61.21
5411S3617W,-54.11,-36.17
5359S3538W,-53.59,-35.38
5407S3544W,-54.07,-35.44
5357S3538W,-53.57,-35.38
5404S3535W,-54.04,-35.35
6019S4630W,-60.19,-46.30
6433S6138W,-64.33,-61.38
6421S6118W,-64.21,-61.18
6418S6111W,-64.18,-61.11
5429S3541W,-54.29,-35.41
6421S6110W,-64.21,-61.10
6422S6109W,-64.22,-61.09
6230S5927W,-62.30,-59.27
6300S5830W,-63.00,-58.30
6304S5819W,-63.04,-58.19
5355S3627W,-53.55,-36.27
5409S3549W,-54.09,-35.49
6010S4648W,-60.10,-46.48
6018S4644W,-60.18,-46.44
6024S4623W,-60.24,-46.23
6025S4605W,-60.25,-46.05
6025S4633W,-60.25,-46.33
6014S4647W,-60.14,-46.47
6416S6107W,-64.16,-61.07
5349S3630W,-53.49,-36.30
6334S5930W,-63.34,-59.30
6236S5616W,-62.36,-56.16
6254S5848W,-62.54,-58.48
6024S4600W,-60.24,-46.00
6259S5828W,-62.59,-58.28
6418S6134W,-64.18,-61.34
6012S4636W,-60.12,-46.36
6230S5837W,-62.30,-58.37
6255S5930W,-62.55,-59.30
6207S5825W,-62.07,-58.25
6019S4630W,-60.19,-46.30
5358S3535W,-53.58,-35.35
5400S3537W,-54.00,-35.37
5422S3523W,-54.22,-35.23
6318S5858W,-63.18,-58.58
6021S4628W,-60.21,-46.28
6020S4642W,-60.20,-46.42
5351S3632W,-53.51,-36.32
6420S6115W,-64.20,-61.15
6345S6018W,-63.45,-60.18
6306S5854W,-63.06,-58.54
6306S5852W,-63.06,-58.52
6308S5909W,-63.08,-59.09
5359S3701W,-53.59,-37.01
5412S3625W,-54.12,-36.25
5412S3536W,-54.12,-35.36
6334S5930W,-63.34,-59.30
5355S3630W,-53.55,-36.30
5455S3549W,-54.55,-35.49
5440S3458W,-54.40,-34.58
5346S3825W,-53.46,-38.25
6308S5841W,-63.08,-58.41
6025S4621W,-60.25,-46.21
6027S4622W,-60.27,-46.22
5402S3535W,-54.02,-35.35
6309S5939W,-63.09,-59.39
6237S6143W,-62.37,-61.43
6024S4623W,-60.24,-46.23
6022S4551W,-60.22,-45.51
6308S5854W,-63.08,-58.54
6024S4708W,-60.24,-47.08
6230S5927W,-62.30,-59.27
6012S4636W,-60.12,-46.36
,-.,#VALUE!
6016S4703W,-60.16,-47.03
6024S4623W,-60.24,-46.23
6032S4708W,-60.32,-47.08
6415S6109W,-64.15,-61.09
6240S5926W,-62.40,-59.26
6019S4601W,-60.19,-46.01
,-.,#VALUE!
6026S4611W,-60.26,-46.11
6026S4542W,-60.26,-45.42
6419S6114W,-64.19,-61.14
6416S6108W,-64.16,-61.08
6301S5912W,-63.01,-59.12
5422S3524W,-54.22,-35.24
6021S4628W,-60.21,-46.28
6020S4630W,-60.20,-46.30
6311S5943W,-63.11,-59.43
6013S4636W,-60.13,-46.36
6318S6040W,-63.18,-60.40
6319S6033W,-63.19,-60.33
6026S4542W,-60.26,-45.42
6024S4546W,-60.24,-45.46
6014S4649W,-60.14,-46.49
5425S3522W,-54.25,-35.22
5418S3538W,-54.18,-35.38
5355S3528W,-53.55,-35.28
6335S6101W,-63.35,-61.01
5344S3756W,-53.44,-37.56
5357S3547W,-53.57,-35.47
,-.,#VALUE!
6019S4621W,-60.19,-46.21
6424S6141W,-64.24,-61.41
6411S6119W,-64.11,-61.19
5426S3526W,-54.26,-35.26
5359S3537W,-53.59,-35.37
5400S3535W,-54.00,-35.35
6345S6018W,-63.45,-60.18
6407S6117W,-64.07,-61.17
6259S5839W,-62.59,-58.39
6306S5857W,-63.06,-58.57
6028S4751W,-60.28,-47.51
6309S5919W,-63.09,-59.19
6034S4739W,-60.34,-47.39
5345S3824W,-53.45,-38.24
5444S3719W,-54.44,-37.19
6027S4734W,-60.27,-47.34
6303S5859W,-63.03,-58.59
5401S3558W,-54.01,-35.58
5358S3542W,-53.58,-35.42
5356S3549W,-53.56,-35.49
5405S3539W,-54.05,-35.39
5410S3537W,-54.10,-35.37
,-.,#VALUE!
6019S4642W,-60.19,-46.42
5343S3656W,-53.43,-36.56
6026S4523W,-60.26,-45.23
6024S4638W,-60.24,-46.38
6123S5107W,-61.23,-51.07
6307S6031W,-63.07,-60.31
5408S3551W,-54.08,-35.51
5431S3524W,-54.31,-35.24
5344S3715W,-53.44,-37.15
5432S3521W,-54.32,-35.21
5400S3543W,-54.00,-35.43
6024S4659W,-60.24,-46.59
5412S3522W,-54.12,-35.22
6206S5824W,-62.06,-58.24
6025S4614W,-60.25,-46.14
6023S4609W,-60.23,-46.09
6024S4547W,-60.24,-45.47
5348S3610W,-53.48,-36.10
5349S3609W,-53.49,-36.09
5406S3553W,-54.06,-35.53
6022S4639W,-60.22,-46.39
6413S6121W,-64.13,-61.21
5451S3640W,-54.51,-36.40
5426S3514W,-54.26,-35.14
5429S3513W,-54.29,-35.13
6416S6107W,-64.16,-61.07
6345S6013W,-63.45,-60.13
6237S5925W,-62.37,-59.25
6307S5847W,-63.07,-58.47
5913S5052W,-59.13,-50.52
5358S3550W,-53.58,-35.50
5358S3552W,-53.58,-35.52
5359S3550W,-53.59,-35.50
5348S3605W,-53.48,-36.05
,-.,#VALUE!
6307S5831W,-63.07,-58.31
6413S6122W,-64.13,-61.22
6004S4702W,-60.04,-47.02
,-.,#VALUE!
6020S4710W,-60.20,-47.10
,-.,#VALUE!
5419S3514W,-54.19,-35.14
6021S4636W,-60.21,-46.36
6420S6120W,-64.20,-61.20
6024S4605W,-60.24,-46.05
,-.,#VALUE!
5352S3619W,-53.52,-36.19
5348S3621W,-53.48,-36.21
6415S6106W,-64.15,-61.06
6015S4702W,-60.15,-47.02
6415S6101W,-64.15,-61.01
6339S6110W,-63.39,-61.10
6049S4814W,-60.49,-48.14
5417S3603W,-54.17,-36.03
,-.,#VALUE!
6028S4607W,-60.28,-46.07
6022S4626W,-60.22,-46.26
6024S4702W,-60.24,-47.02
6020S4625W,-60.20,-46.25
5350S3604W,-53.50,-36.04
5359S3535W,-53.59,-35.35
5358S3552W,-53.58,-35.52
5355S3626W,-53.55,-36.26
5353S3628W,-53.53,-36.28
5344S3656W,-53.44,-36.56
5357S3536W,-53.57,-35.36
6318S5859W,-63.18,-58.59
6411S6119W,-64.11,-61.19
6420S6119W,-64.20,-61.19
6335S6049W,-63.35,-60.49
5423S3530W,-54.23,-35.30
6313S5942W,-63.13,-59.42
6336S5931W,-63.36,-59.31
6024S4626W,-60.24,-46.26
6044S4443W,-60.44,-44.43
6311S5952W,-63.11,-59.52
5347S3821W,-53.47,-38.21
6311S5816W,-63.11,-58.16
6258S5913W,-62.58,-59.13
6023S4619W,-60.23,-46.19
5426S3522W,-54.26,-35.22
5358S3546W,-53.58,-35.46
6412S6113W,-64.12,-61.13
6421S6110W,-64.21,-61.10
5412S3540W,-54.12,-35.40
5408S3540W,-54.08,-35.40
5427S3522W,-54.27,-35.22
6020S4638W,-60.20,-46.38
6313S5820W,-63.13,-58.20
6230S5927W,-62.30,-59.27
,-.,#VALUE!
6020S4607W,-60.20,-46.07
6019S4535W,-60.19,-45.35
6416S6106W,-64.16,-61.06
6304S5854W,-63.04,-58.54
6303S5822W,-63.03,-58.22
6257S6050W,-62.57,-60.50
6019S4639W,-60.19,-46.39
6421S6111W,-64.21,-61.11
6415S6105W,-64.15,-61.05
5428S3528W,-54.28,-35.28
6016S4629W,-60.16,-46.29
6025S 4624W,-60.25,- 4.62
5357S3554W,-53.57,-35.54
6034S4519W,-60.34,-45.19
6027S4550W,-60.27,-45.50
6305S5834W,-63.05,-58.34
6416S6138W,-64.16,-61.38
5359S3544W,-53.59,-35.44
