Position,Lat,Lon
5352S3547W,-53.52,-35.47
6428S6138W,-64.28,-61.38
6252S5726W,-62.52,-57.26
6022S4625W,-60.22,-46.25
6011S4638W,-60.11,-46.38
6031S4605W,-60.31,-46.05
6426S6141W,-64.26,-61.41
6419S6131W,-64.19,-61.31
6425S6141W,-64.25,-61.41
6302S5835W,-63.02,-58.35
6301S5841W,-63.01,-58.41
6021S4614W,-60.21,-46.14
6419S6143W,-64.19,-61.43
6259S5804W,-62.59,-58.04
5334S3555W,-53.34,-35.55
6347S5939W,-63.47,-59.39
6348S5932W,-63.48,-59.32
6420S6126W,-64.20,-61.26
6027S4637W,-60.27,-46.37
6023S4631W,-60.23,-46.31
6338S6126W,-63.38,-61.26
6028S4603W,-60.28,-46.03
6334S6041W,-63.34,-60.41
6316S5920W,-63.16,-59.20
6321S6119W,-63.21,-61.19
6023S4623W,-60.23,-46.23
5350S3601W,-53.50,-36.01
6334S6158W,-63.34,-61.58
6335S6108W,-63.35,-61.08
6326S5930W,-63.26,-59.30
6302S5841W,-63.02,-58.41
6309S5859W,-63.09,-58.59
6335S6034W,-63.35,-60.34
6313S5911W,-63.13,-59.11
5358S3535W,-53.58,-35.35
5339S3555W,-53.39,-35.55
5346S3546W,-53.46,-35.46
6022S4544W,-60.22,-45.44
6017S4644W,-60.17,-46.44
6315S5906W,-63.15,-59.06
6022S4617W,-60.22,-46.17
6427S6140W,-64.27,-61.40
6428S6140W,-64.28,-61.40
6415S6137W,-64.15,-61.37
6303S5841W,-63.03,-58.41
6343S5943W,-63.43,-59.43
6426S6143W,-64.26,-61.43
6311S5907W,-63.11,-59.07
6302S5858W,-63.02,-58.58
6302S5755W,-63.02,-57.55
6019S4622W,-60.19,-46.22
6026S4554W,-60.26,-45.54
6303S5842W,-63.03,-58.42
6300S5750W,-63.00,-57.50
6256S5749W,-62.56,-57.49
5920S4327W,-59.20,-43.27
6021S4553W,-60.21,-45.53
6021S4610W,-60.21,-46.10
6021S4628W,-60.21,-46.28
6316S5905W,-63.16,-59.05
6337S5934W,-63.37,-59.34
6354S6025W,-63.54,-60.25
6351S6013W,-63.51,-60.13
6419S6120W,-64.19,-61.20
6254S5724W,-62.54,-57.24
6300S5750W,-63.00,-57.50
6336S6047W,-63.36,-60.47
6023S4618W,-60.23,-46.18
6025S4608W,-60.25,-46.08
6334S5914W,-63.34,-59.14
6334S6053W,-63.34,-60.53
6338S6138W,-63.38,-61.38
6019S4625W,-60.19,-46.25
6042S4533W,-60.42,-45.33
6024S4623W,-60.24,-46.23
5349S3556W,-53.49,-35.56
5400S3543W,-54.00,-35.43
5356S3539W,-53.56,-35.39
6027S4631W,-60.27,-46.31
6301S5841W,-63.01,-58.41
6021S4622W,-60.21,-46.22
6015S4629W,-60.15,-46.29
6023S4555W,-60.23,-45.55
6023S4555W,-60.23,-45.55
6304S5815W,-63.04,-58.15
6302S5845W,-63.02,-58.45
6301S5841W,-63.01,-58.41
6301S5749W,-63.01,-57.49
6025S4612W,-60.25,-46.12
6022S4609W,-60.22,-46.09
5346S3550W,-53.46,-35.50
6419S6125W,-64.19,-61.25
6419S6147W,-64.19,-61.47
6421S6139W,-64.21,-61.39
6300S5833W,-63.00,-58.33
6341S5935W,-63.41,-59.35
6301S5833W,-63.01,-58.33
6200S5712W,-62.00,-57.12
6023S4616W,-60.23,-46.16
6029S4726W,-60.29,-47.26
6035S4511W,-60.35,-45.11
6246S5743W,-62.46,-57.43
6356S6032W,-63.56,-60.32
6303S5846W,-63.03,-58.46
6430S6140W,-64.30,-61.40
6429S6140W,-64.29,-61.40
5325S3615W,-53.25,-36.15
5945S4528W,-59.45,-45.28
6024S4604W,-60.24,-46.04
6023S4549W,-60.23,-45.49
6301S5749W,-63.01,-57.49
6300S5803W,-63.00,-58.03
6013S4518W,-60.13,-45.18
6337S5927W,-63.37,-59.27
6346S5959W,-63.46,-59.59
6348S5932W,-63.48,-59.32
6252S5727W,-62.52,-57.27
6251S5724W,-62.51,-57.24
6300S5836W,-63.00,-58.36
6334S6102W,-63.34,-61.02
6021S4623W,-60.21,-46.23
6024S4625W,-60.24,-46.25
6311S5819W,-63.11,-58.19
6324S6014W,-63.24,-60.14
5405S3543W,-54.05,-35.43
5345S3547W,-53.45,-35.47
6258S5808W,-62.58,-58.08
6025S4558W,-60.25,-45.58
6303S5843W,-63.03,-58.43
5953S4643W,-59.53,-46.43
6016S4624W,-60.16,-46.24
6023S4543W,-60.23,-45.43
6042S4533W,-60.42,-45.33
5357S3531W,-53.57,-35.31
6245S5725W,-62.45,-57.25
6300S5812W,-63.00,-58.12
6033S4627W,-60.33,-46.27
6023S4621W,-60.23,-46.21
6420S6114W,-64.20,-61.14
6027S4557W,-60.27,-45.57
6421S6121W,-64.21,-61.21
6430S6140W,-64.30,-61.40
6345S5945W,-63.45,-59.45
5409S3537W,-54.09,-35.37
5410S3544W,-54.10,-35.44
5408S3542W,-54.08,-35.42
5406S3554W,-54.06,-35.54
5444S3636W,-54.44,-36.36
5415S3541W,-54.15,-35.41
6024S4610W,-60.24,-46.10
6020S4603W,-60.20,-46.03
6346S5959W,-63.46,-59.59
6342S5936W,-63.42,-59.36
6020S4629W,-60.20,-46.29
5350S3559W,-53.50,-35.59
6022S4680W,-60.22,-46.80
6023S4556W,-60.23,-45.56
5357S3545W,-53.57,-35.45
6025S4550W,-60.25,-45.50
6025S4614W,-60.25,-46.14
6031S4513W,-60.31,-45.13
6024S4554W,-60.24,-45.54
6036S4459W,-60.36,-44.59
6031S4517W,-60.31,-45.17
6032S4604W,-60.32,-46.04
6030S4513W,-60.30,-45.13
6032S4605W,-60.32,-46.05
6038S4457W,-60.38,-44.57
6032S4509W,-60.32,-45.09
6032S4602W,-60.32,-46.02
6032S4603W,-60.32,-46.03
6303S5746W,-63.03,-57.46
6034S4513W,-60.34,-45.13
6042S4532W,-60.42,-45.32
6034S4516W,-60.34,-45.16
6027S4548W,-60.27,-45.48
6034S4516W,-60.34,-45.16
6033S4513W,-60.33,-45.13
6031S4510W,-60.31,-45.10
6043S4533W,-60.43,-45.33
6031S4518W,-60.31,-45.18
6024S4549W,-60.24,-45.49
6038S4458W,-60.38,-44.58
6031S4517W,-60.31,-45.17
6033S4705W,-60.33,-47.05
6031S4510W,-60.31,-45.10
6033S4501W,-60.33,-45.01
6033S4501W,-60.33,-45.01
6031S4516W,-60.31,-45.16
6025S4555W,-60.25,-45.55
6024S4549W,-60.24,-45.49
6035S4510W,-60.35,-45.10
6035S4510W,-60.35,-45.10
6043S4532W,-60.43,-45.32
6042S4854W,-60.42,-48.54
6032S4411W,-60.32,-44.11
6026S4539W,-60.26,-45.39
6034S4510W,-60.34,-45.10
6035S4510W,-60.35,-45.10
6035S4510W,-60.35,-45.10
6029S4515W,-60.29,-45.15
6029S4515W,-60.29,-45.15
6030S4520W,-60.30,-45.20
6026S4547W,-60.26,-45.47
6026S4547W,-60.26,-45.47
6027S4548W,-60.27,-45.48
6037S4459W,-60.37,-44.59
6037S4459W,-60.37,-44.59
6024S4546W,-60.24,-45.46
6022S4619W,-60.22,-46.19
6032S4512W,-60.32,-45.12
6033S4440W,-60.33,-44.40
6034S4509W,-60.34,-45.09
6037S4459W,-60.37,-44.59
6041S4659W,-60.41,-46.59
6038S4458W,-60.38,-44.58
6038S4458W,-60.38,-44.58
6038S4509W,-60.38,-45.09
6038S4509W,-60.38,-45.09
6025S4549W,-60.25,-45.49
6025S4546W,-60.25,-45.46
6032S4504W,-60.32,-45.04
6032S4504W,-60.32,-45.04
6026S4547W,-60.26,-45.47
6035S4441W,-60.35,-44.41
6035S4441W,-60.35,-44.41
6036S4511W,-60.36,-45.11
6039S4458W,-60.39,-44.58
6039S4446W,-60.39,-44.46
6039S4446W,-60.39,-44.46
6037S4458W,-60.37,-44.58
6037S4458W,-60.37,-44.58
6033S4510W,-60.33,-45.10
6029S4604W,-60.29,-46.04
6032S4511W,-60.32,-45.11
6032S4507W,-60.32,-45.07
6032S4507W,-60.32,-45.07
6030S4518W,-60.30,-45.18
6030S4605W,-60.30,-46.05
6025S4609W,-60.25,-46.09
6040S4449W,-60.40,-44.49
6040S4449W,-60.40,-44.49
6031S4453W,-60.31,-44.53
6030S4518W,-60.30,-45.18
6029S4604W,-60.29,-46.04
5916S4318W,-59.16,-43.18
6031S4604W,-60.31,-46.04
6033S4511W,-60.33,-45.11
6032S4603W,-60.32,-46.03
6028S4605W,-60.28,-46.05
6035S4517W,-60.35,-45.17
6035S4517W,-60.35,-45.17
6018S4620W,-60.18,-46.20
6033S4511W,-60.33,-45.11
6037S4500W,-60.37,-45.00
6029S4510W,-60.29,-45.10
6036S4511W,-60.36,-45.11
6032S4603W,-60.32,-46.03
6025S4545W,-60.25,-45.45
6033S4606W,-60.33,-46.06
6029S4604W,-60.29,-46.04
6032S4606W,-60.32,-46.06
6037S4510W,-60.37,-45.10
6037S4510W,-60.37,-45.10
6031S4512W,-60.31,-45.12
6026S4546W,-60.26,-45.46
6035S4725W,-60.35,-47.25
6025S4552W,-60.25,-45.52
6025S4552W,-60.25,-45.52
6031S4515W,-60.31,-45.15
6028S4549W,-60.28,-45.49
6031S4517W,-60.31,-45.17
6310S5830W,-63.10,-58.30
6305S5834W,-63.05,-58.34
6305S5828W,-63.05,-58.28
6308S5902W,-63.08,-59.02
6308S5913W,-63.08,-59.13
6025S4632W,-60.25,-46.32
6014S4638W,-60.14,-46.38
5449S3428W,-54.49,-34.28
6156S6018W,-61.56,-60.18
6024S4600W,-60.24,-46.00
5358S3542W,-53.58,-35.42
6316S5800W,-63.16,-58.00
5402S3537W,-54.02,-35.37
6424S6120W,-64.24,-61.20
6302S5822W,-63.02,-58.22
5352S3624W,-53.52,-36.24
6259S5849W,-62.59,-58.49
6017S4633W,-60.17,-46.33
6417S6110W,-64.17,-61.10
6422S6117W,-64.22,-61.17
6358S6057W,-63.58,-60.57
6358S6045W,-63.58,-60.45
5407S3538W,-54.07,-35.38
5349S3608W,-53.49,-36.08
6200S6020W,-62.00,-60.20
6156S6018W,-61.56,-60.18
5409S3537W,-54.09,-35.37
5425S3522W,-54.25,-35.22
6022S4532W,-60.22,-45.32
6317S5941W,-63.17,-59.41
6420S6119W,-64.20,-61.19
5430S3538W,-54.30,-35.38
5415S3539W,-54.15,-35.39
5356S3548W,-53.56,-35.48
6021S4629W,-60.21,-46.29
5413S3541W,-54.13,-35.41
5403S3544W,-54.03,-35.44
6411S6124W,-64.11,-61.24
6414S6131W,-64.14,-61.31
6417S6116W,-64.17,-61.16
6022S4654W,-60.22,-46.54
6423S6119W,-64.23,-61.19
6308S5824W,-63.08,-58.24
6424S6144W,-64.24,-61.44
6012S4630W,-60.12,-46.30
6027S4709W,-60.27,-47.09
6251S5955W,-62.51,-59.55
6356S6036W,-63.56,-60.36
6258S5842W,-62.58,-58.42
6300S5828W,-63.00,-58.28
6020S4637W,-60.20,-46.37
5307S5852W,-53.07,-58.52
5518S3502W,-55.18,-35.02
5429S3518W,-54.29,-35.18
6318S5902W,-63.18,-59.02
5336S3735W,-53.36,-37.35
5957S5509W,-59.57,-55.09
5421S3522W,-54.21,-35.22
6015S4633W,-60.15,-46.33
"60,35S45,20W","-60.,3","-45.,2"
6417S6122W,-64.17,-61.22
6334S6055W,-63.34,-60.55
5357S3623W,-53.57,-36.23
5437S3559W,-54.37,-35.59
6309S5917W,-63.09,-59.17
6021S4635W,-60.21,-46.35
6332S6025W,-63.32,-60.25
6329S6045W,-63.29,-60.45
6317S5859W,-63.17,-58.59
6027S4606W,-60.27,-46.06
6018S4702W,-60.18,-47.02
6205S6033W,-62.05,-60.33
6024S4609W,-60.24,-46.09
6023S4558W,-60.23,-45.58
6300S5748W,-63.00,-57.48
6306S5842W,-63.06,-58.42
6322S5928W,-63.22,-59.28
6404S6120W,-64.04,-61.20
6301S5843W,-63.01,-58.43
5352S3638W,-53.52,-36.38
5351S3631W,-53.51,-36.31
,-.,#VALUE!
5352S3558W,-53.52,-35.58
5349S3617W,-53.49,-36.17
6018S4644W,-60.18,-46.44
6018S4655W,-60.18,-46.55
6020S4636W,-60.20,-46.36
6307S5902W,-63.07,-59.02
6251S5955W,-62.51,-59.55
,-.,#VALUE!
6255S5854W,-62.55,-58.54
6020S4700W,-60.20,-47.00
6244S5645W,-62.44,-56.45
6333S5923W,-63.33,-59.23
6023S4623W,-60.23,-46.23
5307S5852W,-53.07,-58.52
5407S3542W,-54.07,-35.42
6314S6030W,-63.14,-60.30
6248S5945W,-62.48,-59.45
6329S6048W,-63.29,-60.48
6018S4626W,-60.18,-46.26
6015S4636W,-60.15,-46.36
5406S3553W,-54.06,-35.53
,-.,#VALUE!
5354S3545W,-53.54,-35.45
5401S3547W,-54.01,-35.47
5414S3523W,-54.14,-35.23
6021S4624W,-60.21,-46.24
6023S4627W,-60.23,-46.27
"6028S46,30W",-60.28,"-46.,3"
6021S4634W,-60.21,-46.34
6347S6028W,-63.47,-60.28
6417S6115W,-64.17,-61.15
6301S5901W,-63.01,-59.01
6344S6003W,-63.44,-60.03
5404S3537W,-54.04,-35.37
5349S3602W,-53.49,-36.02
6336S5926W,-63.36,-59.26
5953S4734W,-59.53,-47.34
6427S6145W,-64.27,-61.45
6018S4702W,-60.18,-47.02
5403S3533W,-54.03,-35.33
5401S3537W,-54.01,-35.37
5429S3516W,-54.29,-35.16
6332S6042W,-63.32,-60.42
6309S5939W,-63.09,-59.39
6024S4549W,-60.24,-45.49
5403S3529W,-54.03,-35.29
,-.,#VALUE!
5317S3627W,-53.17,-36.27
6333S5906W,-63.33,-59.06
6336S6031W,-63.36,-60.31
6415S6141W,-64.15,-61.41
,-.,#VALUE!
6248S5807W,-62.48,-58.07
5418S3529W,-54.18,-35.29
5400S3554W,-54.00,-35.54
6023S4632W,-60.23,-46.32
6335S5914W,-63.35,-59.14
,-.,#VALUE!
6026S4535W,-60.26,-45.35
6023S4623W,-60.23,-46.23
6304S5844W,-63.04,-58.44
5416S3515W,-54.16,-35.15
6231S5836W,-62.31,-58.36
6325S6042W,-63.25,-60.42
6024S4553W,-60.24,-45.53
6021S4621W,-60.21,-46.21
6018S4608W,-60.18,-46.08
5421S3526W,-54.21,-35.26
5419S3534W,-54.19,-35.34
6331S6053W,-63.31,-60.53
5342S3659W,-53.42,-36.59
6018S4615W,-60.18,-46.15
6302S5902W,-63.02,-59.02
6330S6139W,-63.30,-61.39
5423S3530W,-54.23,-35.30
,-.,#VALUE!
6331S6033W,-63.31,-60.33
5404S3537W,-54.04,-35.37
6311S5951W,-63.11,-59.51
6308S5850W,-63.08,-58.50
6312S5912W,-63.12,-59.12
6026S4718W,-60.26,-47.18
5428S3523W,-54.28,-35.23
6308S5830W,-63.08,-58.30
6305S5842W,-63.05,-58.42
,-.,#VALUE!
6309S5849W,-63.09,-58.49
,-.,#VALUE!
6230S5927W,-62.30,-59.27
6226S5906W,-62.26,-59.06
5358S3619W,-53.58,-36.19
5402S3610W,-54.02,-36.10
6023S4622W,-60.23,-46.22
,-.,#VALUE!
6431S6156W,-64.31,-61.56
5401S3603W,-54.01,-36.03
5432S3537W,-54.32,-35.37
5357S3552W,-53.57,-35.52
6019S4646W,-60.19,-46.46
6020S4645W,-60.20,-46.45
6343S6001W,-63.43,-60.01
6207S5825W,-62.07,-58.25
6022S4638W,-60.22,-46.38
6021S4621W,-60.21,-46.21
6009S4653W,-60.09,-46.53
5351S3607W,-53.51,-36.07
5349S3651W,-53.49,-36.51
5351S3649W,-53.51,-36.49
5408S3544W,-54.08,-35.44
6321S5854W,-63.21,-58.54
6021S4624W,-60.21,-46.24
6020S4634W,-60.20,-46.34
6436S6214W,-64.36,-62.14
5423S3523W,-54.23,-35.23
5339S3734W,-53.39,-37.34
6330S6035W,-63.30,-60.35
6345S6013W,-63.45,-60.13
6022S4613W,-60.22,-46.13
6022S4640W,-60.22,-46.40
5349S3558W,-53.49,-35.58
5344S3711W,-53.44,-37.11
6307S5826W,-63.07,-58.26
6317S6025W,-63.17,-60.25
6020S4609W,-60.20,-46.09
6309S5818W,-63.09,-58.18
5423S3524W,-54.23,-35.24
5354S3557W,-53.54,-35.57
6421S6121W,-64.21,-61.21
,-.,#VALUE!
6022S4609W,-60.22,-46.09
6016S4628W,-60.16,-46.28
6316S5800W,-63.16,-58.00
6418S6133W,-64.18,-61.33
5440S3459W,-54.40,-34.59
6419S6131W,-64.19,-61.31
,-.,#VALUE!
,-.,#VALUE!
6020S4624W,-60.20,-46.24
6027S4539W,-60.27,-45.39
6017S4631W,-60.17,-46.31
,-.,#VALUE!
6018S4633W,-60.18,-46.33
6413S6114W,-64.13,-61.14
6415S6114W,-64.15,-61.14
6314S6027W,-63.14,-60.27
6013S4608W,-60.13,-46.08
6023S4627W,-60.23,-46.27
6017S4611W,-60.17,-46.11
5406S3546W,-54.06,-35.46
6435S6156W,-64.35,-61.56
6421S6145W,-64.21,-61.45
6256S5814W,-62.56,-58.14
6418S6133W,-64.18,-61.33
6300S5849W,-63.00,-58.49
6305S5905W,-63.05,-59.05
6024S4604W,-60.24,-46.04
5358S3546W,-53.58,-35.46
6309S5818W,-63.09,-58.18
6421S6121W,-64.21,-61.21
6405S6119W,-64.05,-61.19
6023S4548W,-60.23,-45.48
6020S4548W,-60.20,-45.48
6421S6119W,-64.21,-61.19
6422S6117W,-64.22,-61.17
5404S3538W,-54.04,-35.38
6002S4723W,-60.02,-47.23
6019S4608W,-60.19,-46.08
6021S4626W,-60.21,-46.26
6302S5815W,-63.02,-58.15
5400S3549W,-54.00,-35.49
5401S3539W,-54.01,-35.39
6437S6240W,-64.37,-62.40
6314S6151W,-63.14,-61.51
6024S4615W,-60.24,-46.15
6026S4549W,-60.26,-45.49
6023S4605W,-60.23,-46.05
6021S4629W,-60.21,-46.29
6025S4552W,-60.25,-45.52
5423S3519W,-54.23,-35.19
6259S5828W,-62.59,-58.28
6420S6119W,-64.20,-61.19
6422S6114W,-64.22,-61.14
6404S6130W,-64.04,-61.30
6304S5848W,-63.04,-58.48
6419S6118W,-64.19,-61.18
6423S6119W,-64.23,-61.19
6305S5834W,-63.05,-58.34
6300S5821W,-63.00,-58.21
5354S3634W,-53.54,-36.34
5406S3540W,-54.06,-35.40
6023S4601W,-60.23,-46.01
6016S4703W,-60.16,-47.03
6418S6114W,-64.18,-61.14
6320S6123W,-63.20,-61.23
6311S5941W,-63.11,-59.41
6357S6053W,-63.57,-60.53
6231S5842W,-62.31,-58.42
5414S3548W,-54.14,-35.48
6331S5941W,-63.31,-59.41
6308S5840W,-63.08,-58.40
6415S6108W,-64.15,-61.08
6024S4451W,-60.24,-44.51
6346S6026W,-63.46,-60.26
6341S5954W,-63.41,-59.54
6329S6046W,-63.29,-60.46
6027S4712W,-60.27,-47.12
6018S4633W,-60.18,-46.33
5347S3605W,-53.47,-36.05
5419S3534W,-54.19,-35.34
5409S3546W,-54.09,-35.46
5418S3538W,-54.18,-35.38
5401S3559W,-54.01,-35.59
6054S5143W,-60.54,-51.43
6025S4633W,-60.25,-46.33
6346S6025W,-63.46,-60.25
6420S6122W,-64.20,-61.22
6341S6057W,-63.41,-60.57
5354S3624W,-53.54,-36.24
6314S5907W,-63.14,-59.07
6247S6001W,-62.47,-60.01
6317S5917W,-63.17,-59.17
5357S3544W,-53.57,-35.44
6025S4604W,-60.25,-46.04
6025S4620W,-60.25,-46.20
5401S3532W,-54.01,-35.32
6046S4630W,-60.46,-46.30
6024S4620W,-60.24,-46.20
6405S6132W,-64.05,-61.32
6017S4640W,-60.17,-46.40
,-.,#VALUE!
6434S6238W,-64.34,-62.38
6028S4608W,-60.28,-46.08
6021S4610W,-60.21,-46.10
5405S3542W,-54.05,-35.42
5353S3636W,-53.53,-36.36
5406S3540W,-54.06,-35.40
5413S3439W,-54.13,-34.39
5406S3543W,-54.06,-35.43
,-.,#VALUE!
6020S4630W,-60.20,-46.30
6019S4623W,-60.19,-46.23
6415S6119W,-64.15,-61.19
6422S6117W,-64.22,-61.17
6307S6031W,-63.07,-60.31
6231S5908W,-62.31,-59.08
6012S4629W,-60.12,-46.29
6418S6114W,-64.18,-61.14
6308S5812W,-63.08,-58.12
5419S3531W,-54.19,-35.31
6308S5914W,-63.08,-59.14
6020S4645W,-60.20,-46.45
6017S4648W,-60.17,-46.48
5421S3529W,-54.21,-35.29
6254S5949W,-62.54,-59.49
6330S6033W,-63.30,-60.33
6219S5829W,-62.19,-58.29
6211S5823W,-62.11,-58.23
6040S4611W,-60.40,-46.11
6013S4707W,-60.13,-47.07
6018S4638W,-60.18,-46.38
5357S3620W,-53.57,-36.20
5401S3542W,-54.01,-35.42
6438S6217W,-64.38,-62.17
6348S6229W,-63.48,-62.29
5414S3541W,-54.14,-35.41
5359S3537W,-53.59,-35.37
5402S3541W,-54.02,-35.41
6018S4615W,-60.18,-46.15
5356S3615W,-53.56,-36.15
5339S3734W,-53.39,-37.34
6415S6126W,-64.15,-61.26
6420S6119W,-64.20,-61.19
6345S6013W,-63.45,-60.13
5346S3831W,-53.46,-38.31
5404S3549W,-54.04,-35.49
5503S3011W,-55.03,-30.11
5448S3448W,-54.48,-34.48
6429S6152W,-64.29,-61.52
6022S4646W,-60.22,-46.46
6022S4700W,-60.22,-47.00
6031S4603W,-60.31,-46.03
5411S3539W,-54.11,-35.39
5401S3532W,-54.01,-35.32
5402S3531W,-54.02,-35.31
6217S6044W,-62.17,-60.44
6249S6156W,-62.49,-61.56
6020S4629W,-60.20,-46.29
6322S5928W,-63.22,-59.28
,-.,#VALUE!
6306S5841W,-63.06,-58.41
5355S3548W,-53.55,-35.48
5400S3539W,-54.00,-35.39
,-.,#VALUE!
6310S5820W,-63.10,-58.20
6019S4535W,-60.19,-45.35
,-.,#VALUE!
6416S6128W,-64.16,-61.28
,-.,#VALUE!
,-.,#VALUE!
6258S6049W,-62.58,-60.49
5359S3543W,-53.59,-35.43
6016S4612W,-60.16,-46.12
6018S4638W,-60.18,-46.38
6021S4634W,-60.21,-46.34
6020S4643W,-60.20,-46.43
6022S4655W,-60.22,-46.55
6029S4605W,-60.29,-46.05
5421S3517W,-54.21,-35.17
6339S5946W,-63.39,-59.46
6255S5928W,-62.55,-59.28
6255S5930W,-62.55,-59.30
6026S4545W,-60.26,-45.45
5419S3546W,-54.19,-35.46
5401S3545W,-54.01,-35.45
6323S6050W,-63.23,-60.50
5355S3626W,-53.55,-36.26
5353S3628W,-53.53,-36.28
,-.,#VALUE!
3728S5420W,-37.28,-54.20
6308S5909W,-63.08,-59.09
6334S6055W,-63.34,-60.55
6334S6056W,-63.34,-60.56
6416S6112W,-64.16,-61.12
6317S5920W,-63.17,-59.20
6021S4645W,-60.21,-46.45
5415S3519W,-54.15,-35.19
6332S6025W,-63.32,-60.25
6315S5903W,-63.15,-59.03
6247S6200W,-62.47,-62.00
6429S6203W,-64.29,-62.03
6308S5830W,-63.08,-58.30
6416S6120W,-64.16,-61.20
,-.,#VALUE!
6306S5905W,-63.06,-59.05
5956S4614W,-59.56,-46.14
6419S6127W,-64.19,-61.27
6020S4617W,-60.20,-46.17
6305S5838W,-63.05,-58.38
6431S6207W,-64.31,-62.07
5355S3624W,-53.55,-36.24
5402S3555W,-54.02,-35.55
6415S6108W,-64.15,-61.08
6419S6114W,-64.19,-61.14
5357S3549W,-53.57,-35.49
6026S4548W,-60.26,-45.48
6020S4633W,-60.20,-46.33
6013S4636W,-60.13,-46.36
6207S5825W,-62.07,-58.25
5344S3611W,-53.44,-36.11
5409S3600W,-54.09,-36.00
5350S3632W,-53.50,-36.32
5357S3547W,-53.57,-35.47
5418S3626W,-54.18,-36.26
6102S5443W,-61.02,-54.43
6253S5832W,-62.53,-58.32
6021S4627W,-60.21,-46.27
6024S4626W,-60.24,-46.26
6436S6214W,-64.36,-62.14
5407S3542W,-54.07,-35.42
5351S3632W,-53.51,-36.32
5423S3522W,-54.23,-35.22
5350S3556W,-53.50,-35.56
6312S5932W,-63.12,-59.32
6307S5816W,-63.07,-58.16
6300S6208W,-63.00,-62.08
6326S5926W,-63.26,-59.26
6023S4630W,-60.23,-46.30
6030S4606W,-60.30,-46.06
5430S3521W,-54.30,-35.21
5402S3540W,-54.02,-35.40
,-.,#VALUE!
5430S3538W,-54.30,-35.38
,-.,#VALUE!
6023S4616W,-60.23,-46.16
6017S4614W,-60.17,-46.14
6308S5825W,-63.08,-58.25
6419S6128W,-64.19,-61.28
5402S3537W,-54.02,-35.37
5356S3538W,-53.56,-35.38
6431S6227W,-64.31,-62.27
6419S6127W,-64.19,-61.27
6426S6141W,-64.26,-61.41
5420S3539W,-54.20,-35.39
5353S3630W,-53.53,-36.30
5352S3624W,-53.52,-36.24
5351S3626W,-53.51,-36.26
5357S3547W,-53.57,-35.47
,-.,#VALUE!
6419S6113W,-64.19,-61.13
6020S4626W,-60.20,-46.26
6025S4633W,-60.25,-46.33
6014S4647W,-60.14,-46.47
6313S5943W,-63.13,-59.43
6305S6026W,-63.05,-60.26
6020S4628W,-60.20,-46.28
6034S4513W,-60.34,-45.13
6304S5835W,-63.04,-58.35
6019S4623W,-60.19,-46.23
6006S4633W,-60.06,-46.33
6433S6214W,-64.33,-62.14
6418S6114W,-64.18,-61.14
6308S6008W,-63.08,-60.08
6328S6027W,-63.28,-60.27
5344S3747W,-53.44,-37.47
6205S6033W,-62.05,-60.33
6021S4729W,-60.21,-47.29
6301S5827W,-63.01,-58.27
5406S3538W,-54.06,-35.38
6010S4637W,-60.10,-46.37
6419S6130W,-64.19,-61.30
5406S3540W,-54.06,-35.40
5400S3551W,-54.00,-35.51
5405S3539W,-54.05,-35.39
6315S5758W,-63.15,-57.58
5408S3540W,-54.08,-35.40
5357S3547W,-53.57,-35.47
5354S3551W,-53.54,-35.51
6426S6205W,-64.26,-62.05
6425S6145W,-64.25,-61.45
6305S5819W,-63.05,-58.19
6023S4612W,-60.23,-46.12
6022S4646W,-60.22,-46.46
6024S4655W,-60.24,-46.55
6023S4641W,-60.23,-46.41
6359S6059W,-63.59,-60.59
5346S3825W,-53.46,-38.25
5351S3549W,-53.51,-35.49
6236S6154W,-62.36,-61.54
,-.,#VALUE!
5428S3519W,-54.28,-35.19
6310S5824W,-63.10,-58.24
6419S6132W,-64.19,-61.32
5359S3548W,-53.59,-35.48
,-.,#VALUE!
5358S3546W,-53.58,-35.46
6423S6119W,-64.23,-61.19
5402S3537W,-54.02,-35.37
6009S4640W,-60.09,-46.40
6230S5927W,-62.30,-59.27
6019S4535W,-60.19,-45.35
6024S4655W,-60.24,-46.55
6415S6109W,-64.15,-61.09
6408S6121W,-64.08,-61.21
6314S5910W,-63.14,-59.10
6226S5941W,-62.26,-59.41
,-.,#VALUE!
6420S6113W,-64.20,-61.13
6306S6014W,-63.06,-60.14
6324S6015W,-63.24,-60.15
6304S5815W,-63.04,-58.15
6310S5833W,-63.10,-58.33
6421S6119W,-64.21,-61.19
6019S4630W,-60.19,-46.30
6022S4646W,-60.22,-46.46
5618S4301W,-56.18,-43.01
5856S4913W,-58.56,-49.13
6315S5904W,-63.15,-59.04
6236S5849W,-62.36,-58.49
6233S5856W,-62.33,-58.56
6047S4545W,-60.47,-45.45
6022S4613W,-60.22,-46.13
6023S4634W,-60.23,-46.34
5416S3514W,-54.16,-35.14
5423S3517W,-54.23,-35.17
5359S3537W,-53.59,-35.37
5428S3506W,-54.28,-35.06
6216S5804W,-62.16,-58.04
6350S6024W,-63.50,-60.24
5355S3618W,-53.55,-36.18
5345S3735W,-53.45,-37.35
6022S4651W,-60.22,-46.51
6417S6124W,-64.17,-61.24
6416S6131W,-64.16,-61.31
6310S5956W,-63.10,-59.56
5517S3313W,-55.17,-33.13
6026S4546W,-60.26,-45.46
6024S4638W,-60.24,-46.38
6020S4639W,-60.20,-46.39
